﻿id,Tweet,Dialect
242,"""تصدق اشتي افك الحظر علي عبد الفتاح حيدره ولا اعرفت كيف ه""",Yemeni
243,"""اشتي واحده جاده بصنعاء تسهر اليوم معي والله بدفع لها ريال سعودي الجاده تجي خاص ونتفق وملعون ابن ملعون من رجع بكلامه""",Yemeni
244,"""تعال يا رشاد والله اشتي اكلمك ضروري""",Yemeni
245,"""اشتي واحده جاده بصنعاء نلتقي اليوم الذي هي جاده تجي خاص الان""",Yemeni
246,"""اشتي ادري انت من بتطمن وعلي ايش بتطمنا اصلا وكان الشعب مش عارف لهادي ولا للشرعيه ولا للتحالف هزلت ورب الكعبه""",Yemeni
247,"""ولا اشتي سوي ما كتبت في المنشور""",Yemeni
248,"""والله العظيم صح هذا هو الموضوع معصب مره اشتي افش خلقي باي مكان""",Yemeni
249,"""اهمشي الحمدللهاشتي اعرف الرقم الصحيح""",Yemeni
250,"""انا اشتي اقول كلمه لمحمد بن راشد سير بريطانا دور علء زوجتك ياهين ورحل من اليمن اليمن ليست هيا زوجتك الاماراتتقصفالشرعيه""",Yemeni
251,"""اشتي ثنتين مع بعض""",Yemeni
252,"""لي من قبل امس اشتي اكتب تغريده و متردد كنت اشتي اكتب انني افكر اتحدي الشرعيه يواصلوا لعدن سمعت ان الشرعيه انسحبت و ما واصلت لعدن ه""",Yemeni
253,"""اناوالله اشتي واحده صادقه وتكون لي وحدي واتزوجها""",Yemeni
254,"""اشتي مصه من حق صنعاء""",Yemeni
255,"""اشتي واحده جاده وصادقه بصنعاء نسهر سواء اليوم وتاخذ حقهاء كاش والله جاد جدا الان""",Yemeni
256,"""الصراحه الخميس غير اشتي ادري ايش سر الخميس ليش الشرعيه يتراجعو يوم الخميس شكلهم كلهم مزوجين""",Yemeni
257,"""كيوت اشتي واحد زيه""",Yemeni
258,"""لغز اسالك عن بنت عمرها ما بين عشره وعامين حرفها الاول يطابق رابع الاثنين وحرفها الثالث مكتوب وسط شهرين متزوجه زوجين الاول مسافر والثاني تشوفه كل يومين اخر اسمها اخر العيدين ما اسم البنت للعباقره اللغز الذي عجز الكل عن حله اشتي جواب للغز""",Yemeni
259,"""اشتي زب ضروري الجاد صوره اشتي جاد""",Yemeni
260,"""المهم انا اشتي الهاشتاق الي تحت الدرج جمب باب الصاله""",Yemeni
261,"""ه بس رجاء قبل التبادل اشتي اساله سءال""",Yemeni
262,"""اشتي اعرف من ركب بريك لابن بريك هرول هروله كبيره من عدن تجاه الظالع ابوها""",Yemeni
263,"""وبعدين اشتي اعرف حاجه اش دخلك في الجنووب واهله تحسسني انك عربي""",Yemeni
264,"""اشتي اعرف وين راحت الدكتوره الناقه الي قالت انها ذبحت الف وقتلت الفسن وتتوعد بالمزيد من اصحاب البسطات نشتيها تخرج تدلهف العربيات من نقطه العلم للاسواق داخل عدن اصحاب البسطات مراعين""",Yemeni
265,"""علي الحواني وينك يا زعيم الكل امانه اني اديت للحلاق اليوم ريال عشان يسبك الحلاقه اشتي تندع لي صور اجلس اهوك بهن يوميه عشان خلاص انا قررت ادخل تويتر ضروري يكون معي صوره قوه عشان البروفايل والحركات وكذا""",Yemeni
266,"""ممكن حبه لو سمحت اشتي""",Yemeni
267,"""هادي هذا الشخص ماعرفت ايش اصنفه ابشع من الفار الذي دمر سد مارب""",Yemeni
268,"""يعني ايش نمشي وراه بكل شيء هو انسان كامل يعني""",Yemeni
269,"""ايش الاجرات القانونيه في يمن موبايل تم مصادره رقمي وكيف نفعل بالحسابات البنكيه والبريد وغيرها""",Yemeni
270,"""اللي يبني دوله من مال حرام ويبني فيها ناطحات سحاب من مال حرام ويبيع في ابراجها كل شي محرم وحرام هذا ايش تتوقعوا يكون ٪؜ ابن حرام وبس""",Yemeni
271,"""بدون مزايدات هادي وطني ووحدوي تكالبو عليه من كل صوب لا شعبنا رحم نفسه ولا اخوتنا فزعو بنيه الامارات طمعت والسعوديه يعلم الله ايش طلبهم""",Yemeni
272,"""ايش عرفك""",Yemeni
273,"""انكتبت كلمےات وحروف بجمال خرافي يعجز الوصف عن جمالها الراءع المفروض تقعي كاتبه خواطر وروايات بس ضروري يشتي تاهيل عشان تقعي كاتبه تعالي عندنا نفعل تقويه اعاده تاهيل ايش راءش""",Yemeni
274,"""ايش هي الملفات""",Yemeni
275,"""يعني ايش فلوسه حرام وبالريال ماتقبلوهاش انتوا تعبدوا الدرهم والتمويل الخارجي وحدويوونحتيينهياللهالوجود""",Yemeni
276,"""لكل اعلامي يقرا ويحترم نفسه عام م بشويه شعارات جمعوكم لتنفيذ مشاريعهم وكان دوركم لمواجهه مشاريعهم بنسبه صفر ايش قصتكم اليوم شعاراتهم تاخذكم ايضا لتنفيذ مشاريعهم وعندما تقوموا بتنفيذ مشروع وطني يوقفوكم بسهوله وياخذوكم من جديد لمشاركتهم ونسيتوا مشروعكم الوطني""",Yemeni
277,"""ه يا سبحان الله بعد الهنجمه حقكم وانكم استرجعتم عدن وكل الاماكن الان اصبحتم تتكلموا عن القيق ايش هذا الافلاس عجبي""",Yemeni
278,"""يعني ايش تشتي تقول ياشيخ يعني ان الانتقالي ومن يقف او يتعاطف معاهم كفار خارجين عن المله يجب القضاء عليهم وابادتهم""",Yemeni
279,"""ايش من ضمير مع من يجلب الغزاه والارهابيين لارضه ويساعدهم علي احتلالها كيف بيواجهه اطفاله وبناته اذا اهانهم واذلهم هذا الغازي والارهابي""",Yemeni
280,"""ياعيال زايد انا عمري ماسبيت ولا شتمت بس تابع حسابات اعوانك ايش فيها من سب وشتم علء اليمن واليمنيين لذاك عاملناكم بلمثل""",Yemeni
281,"""اماا توي ادري والله بس ايش معني الشمال مايقصفوا""",Yemeni
282,"""ايش دخلك من تحرير صنعاء صنعاء مافيها الا اهلها اهم نطردكم طرد الكلاب من عدن طردالاماراتمطلبشعبي""",Yemeni
283,"""ايش وداكم شبوه يا موتور""",Yemeni
284,"""يا دنيويين يا فلسفيين يا جراثيم ايش من لغه تستعملون دانق ومرتق ومرتهن لا حجه لكلامك فانت من عبيد الدرهم""",Yemeni
285,"""علي اساس ان طارق تنفاش معترف بالانتقالي وبدوله الجنوب ه امانه اسءله ايش يعني لك المجلس الانتقالي وهل ترضي بانفصال الجنوب عن اليمن الموحدشوف ايش بايقولك وكلمنا تمام""",Yemeni
286,"""ايش راءيك ترجع لليمن""",Yemeni
287,"""احنا جاهزين وانتم ايش وضعكم منتظرين لكم الساعه ونص عند كافيه بيت المعرفه خلف مكتبه الجيل الجديد ايحينعرسك كلنااخوتكيامحمد""",Yemeni
288,"""تقله ان ميليشيا الحزام قتلت الاسري والجرحي يقلك ايش وداهم عدن ويضيف ان بينهم شماليين شماليين في جيش الشرعيه الذي يتشكل من كل مناطق اليمن وبهذه التهمه الافتراضيه يبرر قتلهم بينما لا يثير ريبته وجود الاماراتيين في عدن ولا يثير غضبه ادعاءهم ان غاراتهم دفاع عن النفس""",Yemeni
289,"""ايش اسم هذي الاغنيه""",Yemeni
290,"""الحوثي يمني ايش نقول له اطلع ماهوش بريطاني ولا اماراتي وانت ليش ماتحرر هاني بريك وهو يقتحم البيوت""",Yemeni
291,"""ايش دخل امك""",Yemeni
292,"""مافهمت ايش قصدش""",Yemeni
293,"""الالحاد لايميز بين الصح و الخطا من قلك احنا مش بحاجه ورقه تقولنا ايش الصح و ايش الغلط اي اعتداء علي الاخر فكريا او جسديا او نفسيا جريمه""",Yemeni
294,"""اولا نسيتي ايه وما ملكت ايمانكم و هنا تكون السبايا و نسيتي تعرفي ايش الحق مكتوب و لا قتلوا النفس التي خرم الله الا بالحق ايش الحق الحق مراه تصرفت بجسدها بخريتها الحق واحد مخالف لدينكم الحق المثليين الحق اي شخص ضد فكركم هولا كلهم مباح دمهم""",Yemeni
295,"""بصفتك من تقرر ايش لازم يصير ياهندي""",Yemeni
296,"""ايش دخلك بالشان اليمني وهل الرواتب من مال ابوك واذا كانت من مال ابوك امسك عليك جيبك واقطع الاعاشه كل هذا الالم الذي وقع علي شعب اليمن بسبب تحالف الشر العربي المارق قريبا ستكون انت احد الاهداف المشروعه للقلم اليمني لتعريتك وتجريدك من الانتماء العربي الاصيل يا شلمي""",Yemeni
297,"""طردالاماراتمطلبيمني عدن قبل قليل الحزام الامني معزز بالمصفحات وعدد من الاطقم تقتحم منزل سليمان الزامكي قاءد قوات الامن الخاصه ومنازل محيطه بحي السعاده في خور مكسر وتعبث بمنزل الزامكي امام افراد اسرته وترعب النساء والاطفال باطلاق النار اثناء الاقتحام""",Yemeni
298,"""عاجل وزير النقل اليمني قوات من الجيش الوطني تصل الي منطقه خور مكسر بعدن""",Yemeni
299,"""عاجل وزير النقل اليمني قوات من الجيش الوطني تصل الي منطقه خور مكسر شرق مدينه عدن""",Yemeni
300,"""هجوم كاسح للجيش الوطني في عدن واستعاده نقطه العلم والعريش والوصول الي خور مكسر محمد اليفرسي""",Yemeni
301,"""يمانيون وردنا الان من عدن انفجارات عنيفه تهز خور مكسر وقوات الاحمر تقترب من دخول مطار عدن الدولي ومصادر تكشف ما يجري في هذه الاثناء بالمدينه""",Yemeni
302,"""عوده للاشتباكات في خور مكسر محمد اليفرسي""",Yemeni
303,"""عاجل مقاومه خور مكسر وقوات الجيش تفرض سيطرتها علي مطار عدن الدولي وقوات الحكومه تتمرمكز بداخله بعد فرار قوات الحزام الامني""",Yemeni
304,"""وصول قوات الشرعيه الي خور مكسر جوله الرحاب عدنتنتصر""",Yemeni
305,"""طلاءع الجيش الوطني تدخل خور مكسر عدن محمد اليفرسي""",Yemeni
306,"""كعله الزعيم العظيم عبدربه منصور اقدم من دولتك يا بهمه""",Yemeni
307,"""واشنطن بوست اسباب لاهميه الصراع في جنوب اليمن القتال قد يعطل حركه تدفق المساعدات الانسانيه للكثيرين في اليمن القتال في الجنوب يمثل حاجه ملحه لتبني اتفاق للسلام مذبحهالارهابالامارتي عدن بقلم سودرسان راجفان اغسطس""",Yemeni
308,"""معني كلمه قرقاش بحثت في قواميس اللغه العربيه التي منها لسان العرب عن معني كلمه قرقاش ففاجاني المعني لقد وجدت انها تعني داء مرض يصيب فتحه الشرج و هو عباره عن انقباض مءلم مع رغبه ملحه في التبرز مصحوبا بزحار شديد عافاكم الله فاحسست بعداله اللغه العربيه وصدقيته""",Yemeni
309,"""بناء علي دراسه الشخصيات اعتقد ان تطرف هاني بن بريك سيدفعه مجددا لتجميع انصار الشريعه في شبوه وابين وهذا سيجعل الجيش في مهمه ملحه لتطهير الجنوب من الارهابيين ابتداء من شبوه""",Yemeni
310,"""سلمي علي طارق شرشف حقش منبطح تحت اقدام الامارات""",Yemeni
311,"""كون اني احد افراد رابطه مشجعي عظيم لندن اقول بدل ما تجلسو تلقو اللوم علي من سعيتم والححتم وتذللتم لشراءهم الافظل ان تخلقو بيءه صحيه تخدم اللاعبين كي يظهرو افظل ما لديهم مالم سنراكم في الموسم القادم وانتم في دوري المدارس او سيعود النادي مخيم للاجءينالحقو لحظاتكم الاخيره""",Yemeni
312,"""يابنات الحقو راح تصفينا بسهوله""",Yemeni
313,"""بدا الشعب يعيي مايحدث""",Yemeni
314,"""الشعب الذي لم يستطع صالح ان يبتزه بورقه الارهاب ولا الحوثي بورقه الدواعش لا يمكن ان تنجح جماعه ان تبتزه وقد بدا للجميع هشاشتها وعمالتها وهمجيتها ولو كان خلفها العالم نصرالزريقي اليمن""",Yemeni
315,"""يا سعوديين يا خليجيين ناقشوا في تويتر وغردوا لكن بدا بمناقشه كيف تصبحون احرار لا عبيد للملك او الامير طال عمرك""",Yemeni
316,"""لم يبقوا سفهاءكم ادني احترام لدولتكم بدا بخلفان وانتهاء بالمزروعي""",Yemeni
317,"""اري فيك نبيل الصوفي واشعر انه بدا يفيق من الصدمه وانت عادك داخلي ه""",Yemeni
318,"""الا لا بدا كالبدر توج بالثرياء الا لا غزال بالحمي باهي المحياء الا لا رماني باللحاظ فصرت ميتا الا لا فحيا بالسلام فعدت حيا الا لا فقلت له ونحن بخير حال الا لا فتفقد من جنان الخلد شيءا الا لا فقال وقد تعجب من مقالي الا لا جنان الخلد قد جمعت لديا تصبحوا علي خير""",Yemeni
319,"""القوات السعوديه شريك اساسي مع امارات النجاسه و العهر السياسي منذ بدا عاصفه التحالف العبري و ما قام هذا التحالف الا لدعم الثوره المضاده وواقع الحال يشهد علي ذلك انظر اخي العزيز الي جميع الجبهات كيف هي متوقفه وممنوعه من اي تقدم بالله عليك هل ذلك خافيا علي السعوديه كلا""",Yemeni
320,"""العد التنازلي بدا والتاريخ يعيد نفسه وكلما رايت الاحساس بالمسءوليه يزيد تاكد ان الفرج قريب ان شاء الله""",Yemeni
321,"""ولن تدركوا انكم بقر الا بعد ان يذبحكم تحالف بعران الخليج وقد بدا بذلك""",Yemeni
322,"""لقد بدا العزف علي الاسطوانه المشروخه لكي يتم تبرير قصف دوله ساحل عمان علي الجيش الوطني مذبحهالارهابالامارتي""",Yemeni
323,"""صحيح الان بدا يفهم""",Yemeni
324,"""سنري ذلك مع ان الامل بكم بدا يذوب""",Yemeni
325,"""من هنا بدا السقوط""",Yemeni
326,"""بعض الانظمه العتيقه في دول العرب لقد بدا العد التنازلي فسنه الله ماضيه في الظلمه""",Yemeni
327,"""مو شماته بس الكثير بدا يقتنع فيهم وبسيادتهم لانهم خيار افضل امام مايحصل في المناطق الاخري الله يتولانا""",Yemeni
328,"""الشعب بدا يفهم اللعبه وبد يتذمر من الجميع وهذا مءشر جيد""",Yemeni
329,"""الدجل الامارات الذي بدا وكانه عازم علي مغادره اليمن وسحب القوات عاد لمحاوله شرعنه احتلاله من خلال الدعوه لتحالف ضد الارهاب في اليمن هو في الحقيقه تحالف تقسيم هل تحولت الشرعيه الي جماعه ارهابيه اذا هم يدينون انفسهم الاماراتتقصفالشرعيه""",Yemeni
330,"""الدجل الامارات الذي بدا وكانه عازم علي مغادره اليمن وسحب القوات عاد لمحاوله شرعنه احتلاله من خلال الدعوه لتحالف ضد الارهاب في اليمن هل تحولت الشرعيه الي جماعه ارهابيه اذا هم يدينون انفسهم الاماراتتقصفالشرعيه""",Yemeni
331,"""قابليني خلسه خلف الياسمين خلف الثياب اشعليني بقبله لنكون نديمين كاس و يمين اشلحيها من فمك اليد بالنهد السن بالشفه لتكوني من بدا والباديء من المحسنين""",Yemeni
332,"""مابين الاحداث جنوب وشمال الوطن نقطه واحده هي مصدر القرار اليمني الذي تنتظره المرحله القادمه للوصول لبر الامان وتءكد ان العد التنازلي لحصار السبعين يوما قد بدا والتاريخ يعيد نفسه لتحرير الجمهوريه اليمنيه وابناء شعبنا اليمني العظيم من كل الاجندات الخارجيه ومشاريعهم الصغيره""",Yemeni
333,"""الامر يمس وجودنا كيمنيين في و المنظرين الاوغاد يتحدثون عن اصطفافات و فرز ما قبل هذا الشغل علي التحييد بدا منذ عمران و صنعاء هذي الحرب ليست حربنا و لا تعنينا تعني ضاحي خلفان نصر الزريقي""",Yemeni
334,"""ضرب الطيران الاماراتي بدا منذ اكثر من عامين وكان حينها يعلن انها ضربات بالخطا حتي وصلنا الي هذا الاستهداف المباشر في ظل تواطء وصمت سعودي""",Yemeni
335,"""قصف الامارات اليوم يعيدنا لضرب قيادات بدا بالعميد احمد الاباره بالعبر واللواء احمدسيف والصبيحي و ومحافظ عدن محمدسعد علي الحكومه التقدم بشكوي للامم المتحده ومجلس الامن لمحاكمه الامارات علي جراءمها باليمن""",Yemeni
336,"""قانوني دولي لقد هزلت حتي بدا من هزالها كلاها و حتي سامها كل مفلس""",Yemeni
337,"""يا وحدوي النمري قال بعض المواقع وانت قلت جميع المءكد الان الجيش بدا بهجوم واسع""",Yemeni
338,"""سقوط قتلي في حرب مستعره بدا نارها منذ لحظات في ابين والعلم مصدر موثوق الكل حشد نحن مجرد بيادق ندافع عن الملك نتحرك كما هو مرسوم""",Yemeni
339,"""اعتقد انه سيتم تعزيز خيار الانفصال بمزيد من العنف او رد اعتبار الحراك باعاده اسقاط عدن بعد اعلان سيطره الشرعيه في كل الاحوال الارجوزات المحليه ينفذون ما يعزز الانقسام والتطييف وهو ما انفقت عليه الاطراف كثيرا منذ بدا الحرب وعملت علي تكريسه بكل الطرق""",Yemeni
340,"""صلاح الدين قبل ان يتجه نحو الاقصي بدا بالخونه الذي بالخلف لانهم يغدرون ويطعنون في الضهر عدن تنتصر""",Yemeni
341,"""ه هذه نكته قويه الحوثي هو الذي بدا الحرب علي السعوديه هذا الكلام تجديه في ذوي العقول الفارغه والذي يوجد لديهم ثقافه مغلوطه تضليليه باعتقادي انه يوجد لديك ازمهوعيوبصيره""",Yemeni
342,"""يا دكتور شوفوا لضاحي خلفان حل او علاج بدا حتي بالتطاول علي قيادتكم بالامارات""",Yemeni
343,"""اي والله صدقتك والله اني امسك نفسي صميل لما اشوف ردودهم علي اخواني ما احب ارجع لسفاها تبنا واحيانا ما اتحمل اقوم ارد وهذه ابن الكلب دخلت له علي الخاص وقلت له امسح التغريده وخلينا اخوان مارد عليا فقمت رديت عليه بصفحته عاد الجو بدا يحلو قام حظرني تشرفت فيك اخي الكريم""",Yemeni
344,"""العدد التنازلي لدول العدوان بدا عاجل هيءه الطيران المدني السعودي تعلن انهيار وسقوط سقف تابع لمواقع تجاريه داخل مطار الملك عبد العزيز بجده بشكل مفاجء دون توضيح الاسباب قرن الشيطان سينكسر اتساعداءرهالنار""",Yemeni
345,"""بدا الشوط الثاني من المباراه بين اصلاح السعوديه وانتقالي الامارات في ملعب عدن""",Yemeni
346,"""عندما اكتمل عدد الركاب بالقطار المتجه من فرنسا الي بريطانيا كانت هناك امراه فرنسيه يجلس بجانبها رجل انجليزي بالصدفه بدا التوتر ظاهرا علي وجه المراه الفرنسيه فسالها الانجليزي لم انت قلقه قالت احمل معي""",Yemeni
347,"""فعلا هذا هو السبب كان طيران اليمنيه من افضل ما يمكن علي كل المستويات خدمه وامل ونظافه وصيانه لحد ما علي صالح باع ٪ من اسهمها للسعوديه ومن هنا بدا فساد وتدهور غير مسبوق واصبحت في ظرف سنوات قليله من اسوا الخطوط العربيه للطيران دمر كل شيء في بلدنا""",Yemeni
348,"""كل من اغاظهم فهو هنا بحسب الايه الكريمه كافر بدا الربط هنا بين الروايات في البخاري ومسلم مثلا البخاري يقول ما تت السيده الزهراء عليها السلام وهي غاضبه من و فان كانت مع رسول الله فقد كفرا وحاشي ان تتهم بانها لم تكن مع ابيها ورد ان فلانه سجدت لله شكرا لشهاده""",Yemeni
349,"""هانت بدا العد التنازلي""",Yemeni
350,"""العدو الحقيقي لليمن الذي بدا واضحا للعلن هي الامارات""",Yemeni
351,"""ان اي حكومه تنجز اتفاق مع طرف متمرد ينتقص من الاعتراف بها تقضي علي نفسها علي الحكومه ان ترفض اي تسويات مخدره لا تنزع فتيل المشكله فاما ان يحترم التحالف او اي طرف فيه السياده اليمنيه ويحترم اليمنيين او فليذهب الي الجحيم ولنذهب جميعنا الي الجحيم لليمن رب وان بدا بعيدا فهو قريب""",Yemeni
352,"""اللهم اني اسالك من فضلك ورحمتك فانه لايملكها الا انت وما ذلك علي الله بعزيز لا حول ولا قوه الا بالله استغفر الله العظيم واتوب اليه لا اله الا الله وحده لا شريك له له الملك وله الحمد وهو علي كل شيء قدير اللهم صل وبارك علي محمد مهاالصيعري حطسنابكوضيف عبداللهعطيف""",Yemeni
353,"""حفظك الله يا دفهد الشليمي بنيابه عني وشعبنا الجنوبين كافه بي جهودك الجباره حفظك ربي بس اشتي منك طلب عندما تطلع علي اي قناه تتكلم بكل روقان وسلاسه لا تعصب ولا شي بسبب الشماليين المنبطحين في صرواح حفظكربيدفهدالشليمي""",Yemeni
354,"""اشتي حياتي حياتي المسلوبه مني وكل يوم ببكي واتحسر لاني انولدت في غير المكان وغير الزمان الي تمنيتهم""",Yemeni
355,"""حفظك الله يا دفهد الشليمي بنيابه عني وشعبنا الجنوبين كافه بي جهودك الجباره حفظك ربي بس اشتي منك طلب عندما تطلع علي اي قناه تتكلم بكل روقان وسلاسه لا تعصب ولا شي بسبب الشماليين المنبطحين في صرواح حفظكربيدفهدالشليمي""",Yemeni
356,"""اتصل واحد علي كازمي قاله اشتي دبه عسل ممتاز قال الكازمي هذه الايام موسم شاصات مش موسم عسل""",Yemeni
357,"""كعدوله من ايام البطاني الء الان ايش عاد اشتي حرمه كبربر""",Yemeni
358,"""زعيم امس حلمت وانا وياه معنا رحله الي دوله شقيقه نشتري مقاضي للجيش اشتي اروح بعدين اقله""",Yemeni
359,"""ايوه استنتاجك صحيح اشتي اشوف بين دول العالم كلها ما معني الا جنوبيين بس والبقيه شماليين""",Yemeni
360,"""طيب يابرغلي ياجرح الزمان بس اشتي اسالك الجرح فين بالضبط اوبه يكون بالطيز ه""",Yemeni
361,"""اشتي اشرب دم من جنود امارتين""",Yemeni
362,"""اشتي اتفلسف بس اعرفك بتقولي انتو اش جابكم هنا""",Yemeni
363,"""امانه الي عارف متي بيوصل المطار يقولي عندي اشتي اقوله شي ضروري""",Yemeni
364,"""كم عملتوا حظر من امس لليوم للحسابات التي بلا اخلاق ولا مروه لديهم وللاسف اغلبها من مناطق معينه المهم ما اشتي احد يقول انهم اسماء مستعاره بل ان الحسابات حقيقيه وتمثل تربيه اهاليهم لهم""",Yemeni
365,"""اشتي رز بسمتي""",Yemeni
366,"""ارحمونا كلو نفير نفير لي عشر ايام من محافظه لمحافظه اشتي اقرر قليل عادنا الاعقدت""",Yemeni
367,"""انا ماشفت رحت انام اشتي اشوف""",Yemeni
368,"""كيف الان لو اشتي اخرج مسموح ولا ممنوع""",Yemeni
369,"""محشش شاف وحده لابسه تنوره قال لها ايش تحت التنوره ردت عليه وهيه ضابحه جهنم الحمراء قال المحشش معي كافر اشتي اعذبه ه هاذي جديد""",Yemeni
370,"""منين اندي لك وا ضماري تبقا لك كرلا ولا كابرس حاضرين""",Yemeni
371,"""المحبه من الله ملي لمو الحسد""",Yemeni
372,"""السلام عليكم بانعطيك رد تم نقله من الاخ قناف السعدي يافع عجيبه والعجب في شيخها من صوت واحد جت يفاعه كلها ماهي مثل حاشد بساعه حومها ماحد حمي صادق سوا نسوانها يا نساء بيت الاحمر لمو رجالكم""",Yemeni
373,"""لمو كه""",Yemeni
374,"""لمو هكه ه فخ مسمم""",Yemeni
375,"""لمو اكه وافصيح كما شتنديهم يحرروا غرفه نومك اللي الحوثي راقد بينيه""",Yemeni
376,"""جزاك الله خير ياكبدي يارقد ذلحين قلك لي بنفسك لمو ماقلكها علحوثي سنين يدعس فيكم""",Yemeni
377,"""شبوه تنادي ياجيوش اتوافدي من كل وادي لبو اشبال الجنوب لمو الايادي ضد حزب المعتدي وحمو بلادي من عصابات الحروب هاتو جوادي وشبكوها في يدي مقبض زنادي منه العاصي يتوب من فوق حدي يابراكين اوقدي قادي بقادي ننطلق من كل صوب""",Yemeni
378,"""روح حري غرف نومك""",Yemeni
379,"""يا ابطال قوات العمالقه الجنوبيه وقواتنا في صعده وحدود السعوديه عودوا لجنوبكم واتركوا للجبهات للاخوانج خلوهم راس براس ومن ثوره قوي حري مطلع عودهالقواتالجنوبيهمطلبشعبي""",Yemeni
380,"""الشرعيهتنقلبعلينفسها حري بالتحالف العربي ان يسال خنازير حزبالاصلاح عن شجاعتهم واستماتتهم في قتال شعب الجنوبالعربي اين كانت امام الحوثي الا ان كان من يقاتل الجنوبيين الان في شبوه هو الحوثي نفسه فلا غرابه فقد تشابه البقر علينا""",Yemeni
381,"""الله اكبر عليكم ي قوم ياجوج وماجوج عادنا الاقلت بسم الله ادخل توتو واصافطكم قليل ب كم فيديوا فيسع مالعبتوناحنق وضربتولي حسابي لكن انا فدالوا عموا علي محسن فيسع جاب لي دعم من مارب ل عندي وماوداهوش صنعاء لانكم بقر وماتستاهلوش الدعم ل صنعاء سحقا لشرعيه الغذر والكلاب الاوغاد""",Yemeni
382,"""صدقت بعض الناس ينهاروا فيسع رغم ان الاحداث مبهمه كنا قبل عده سنوات لانملك شيءا واليوم منتشرين حتي علي حدود المملكه""",Yemeni
383,"""مو امثالك اللي يسكت الرجال روح بكره في معاك دوام حبيبي""",Yemeni
384,"""بكرهدوام مدري ليه انتوا زعلانين وربي روتين الدوام احلي من الاجازه احس عندي هدف في الحياه مو بس كدا قاعده""",Yemeni
385,"""مو نقطه""",Yemeni
386,"""هاذ اليوم نزل عدن وقال با يشل البحر معه يافع ولي مش راضي يروح يتفاهم معه انا الصراحه تعبت معه جت من الجو مو نعمل لها""",Yemeni
387,"""ونتي من اهله بس بكره مو دوام اجازه بمناسبه العيد الهجري""",Yemeni
388,"""قد كنا مرتاحين من هالمنتخب يارب يصير شي وماياخذونهم مو ناقصين والله""",Yemeni
389,"""عمر المده ما كانت مقياس للعلاقات ممكن شخص واحد تقضي معاه شهور معدوده يعوضك عن انسان كنيت له مشاعر من سنين المساله احساس مو وقت مساكم حب""",Yemeni
390,"""المباراه مو راضيه تنتهي""",Yemeni
391,"""نيمار مو جاي""",Yemeni
392,"""البيشي سيرا الظاهر كذا مو مقتنع بالبيشي ولايثق فيه""",Yemeni
393,"""لا مو زين""",Yemeni
394,"""ياخي مو للبيع خلاص فكنا من صلعتك""",Yemeni
395,"""صادق ولكن شكلها مو من النوع الاصلي عنشان كذا الحوثي سنين وماانتهي""",Yemeni
396,"""كذابه مو جاده ولعابه""",Yemeni
397,"""سبحان من غير الاحوال جوال ابو سبعين شريحه مو ثنتين""",Yemeni
398,"""والله انتو مساكين ياصحاب تعيز الحوثي يدقكم والمءتمري يدقكم والاصلاحي يدقكم والزيدي يدقكم وعمنا شلال بيرحلكم بالقاطرات مو نعمل لها جت من الجو""",Yemeni
399,"""مو نعمل لها اجت من الجو ه""",Yemeni
400,"""ياخي انا حزين مره علي الدحابشه راح عليهم الجنوب ماهم عارفين كيف يعملو ابشرك كلنا ابناء الجنوب اخوه ولحمه واحده ضد الاحتلال الدحباشي المجوسي الغاشم ارض الواقع وساحات القتال تتكلم مو نعمل لها اجت من الجو""",Yemeni
401,"""ساعات تكون مو محتاج تحكي ولا محتاج احد يحبك بس محتاج احد يقولك انا جنبك تطمن انتم والحوثي والاصلاح وكل قوتكم الشماليه لن تمرو ولن تدخلو ارض الجنوب بعد اليوم وسوف نطرد من باقي منكم في ارضنا دوله الجنوب العربي تنتصر شكرا لشيخ ابو ايفنكا ترامب اليافعي قالها زعيمكم مو نعمل لها اجت من الجو شكرا اولاد زايد الخير""",Yemeni
402,"""خمول وكميه نوم مو طبيعيه""",Yemeni
403,"""نيمار شكله مو جاينا""",Yemeni
404,"""المسخ الخاءن والكذاب مبدءه زور لا تم دعسه ديته مو ثور بل دجاجه يناطح جبل كل الجبال عليه تجور وثارنا مليون زيدي ما تكتفي اليمامه صباحك رضاء""",Yemeni
405,"""الحين مو مفروض امس يضرب ذاك الكوكب كوكبنا وتنتهي الحياه متفقنا ع كذا""",Yemeni
406,"""الحين اقدر اكتب ان سنه غيرتني تغير جذري حقيقي مو مثل غشمره كل سنه""",Yemeni
407,"""صحيح مو وقته انفصال لكن كجنوبيين لهم حق يحكموا ذاتهم وابداء رايهم والمشاركه في البلاد كامله""",Yemeni
408,"""رميناكم بكل شي مو بس الاحذيه لكن لسا حمير ما تفهموا انكم مرفوضين و منبوذين""",Yemeni
409,"""كلنا مو بس لوحدك""",Yemeni
410,"""لا مبجيك مو مستفيد منك هناك""",Yemeni
411,"""اقصد هذا الامن يعني مو ارقام لي نشرت يراقبوها من صنعاء هكرو عليا ثلاثه حسابات الاعداء""",Yemeni
412,"""ملطوشه من صفحتي لكن مو مشكله الهدف واحد""",Yemeni
413,"""انت كنت متابعني ومتابعك بحسابك الاول صح مو غريب علي""",Yemeni
414,"""مو ذا اللي قايل بتشوفوا فريق يحفر الملعب واخرتها خروج من اسيا ه""",Yemeni
